full_name;m  ;*=Y   ;Date/Time   ;IP max  ;PS max ;TS  ;Vel km/s ;Years     ;IP cum   ;PS cum ;a;e;i;om;w;q;ad;per_y;data_arc;condition_code;n_obs_used;n_del_obs_used;n_dop_obs_used;H;pha;spkid;pdes;name;prefix;neo;sats;G;M1;M2;K1;K2;PC;diameter;extent;albedo;rot_per;GM;BV;UB;IR;spec_B;spec_T;H_sigma;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;ma;n;tp;tp_cal;per;moid;moid_ld;moid_jup;t_jup;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;producer;first_obs;last_obs;rms;two_body;A1;A1_sigma;A2;A2_sigma;A3;A3_sigma;DT;DT_sigma
2024VK3;12 ;*    ;2119-11-18 09:36 ;1.93E-11 ;-12.10 ;0 ;15.70  ;2119-2120 ;3.73E-11 ;-11.82 ;0.9233;0.3801;2.51;57.57;118.22;0.572;1.27;0.887;5;6;29;;;27.41;N;54499469;2024 VK3;;;Y;0;;;;;;;;;;;;;;;;;0.21;;4;2461000.5;61000;2025-11-21.0;J2000;331.72;1.111;2461025.96;2025-12-16.4;324;0.00278;1.08;3.69;6.41;2.4e-04;4.2e-05;2.0e-04;1.3e-03;7.4e-04;8.4e-04;1.3e-03;5.8e-05;7.6e-05;7.4e-04;2.2e-02;ATE;Otto Matic;2024-11-10;2024-11-15;.3685;;;;;;;;;
2025HS18;12 ;*    ;2090-05-07 10:24 ;2.81E-7 ;-7.84 ;0 ;14.40  ;2090-2090 ;2.81E-7 ;-7.84 ;2.379;0.5799;1.10;48.97;152.06;0.999;3.76;3.67;3;7;106;;;27.34;N;54528328;2025 HS18;;;Y;0;;;;;;;;;;;;;;;;;0.43;;4;2461000.5;61000;2025-11-21.0;J2000;59.06;0.2686;2460780.64;2025-04-15.1;1.34e+03;0.00519;2.02;1.2;3.29;4.9e-04;2.7e-03;2.5e-06;6.5e-04;1.0e-03;1.4e-03;1.0e-01;4.3e-03;4.7e-04;2.3e-03;2.3e+00;APO;Otto Matic;2025-04-30;2025-05-03;.46608;;;;;;;;;
2025HU;12 ;*    ;2106-04-24 07:53 ;4.75E-9 ;-9.74 ;0 ;14.08  ;2106-2106 ;5.54E-9 ;-9.67 ;2.031;0.5082;6.79;33.11;194.55;0.999;3.06;2.89;4;7;46;;;27.48;N;54527179;2025 HU;;;Y;0;;;;;;;;;;;;;;;;;0.33;;4;2461000.5;61000;2025-11-21.0;J2000;68.12;0.3406;2460800.48;2025-05-04.9;1.06e+03;0.00207;0.805;1.93;3.63;2.7e-04;1.1e-03;3.3e-06;2.5e-03;2.2e-04;9.1e-04;5.6e-02;1.7e-03;2.8e-04;3.7e-04;8.7e-01;APO;Otto Matic;2025-04-20;2025-04-24;.408;;;;;;;;;
2017YV8;12 ;*    ;2099-12-19 05:41 ;8.39E-6 ;-6.52 ;0 ;13.46  ;2078-2121 ;1.99E-5 ;-6.15 ;0.897;0.2562;3.11;268.37;52.06;0.667;1.13;0.85;25;5;19;;;27.30;N;3796304;2017 YV8;;;Y;0;;;;;;;;;;;;;;;;;;;5;2461000.5;61000;2025-11-21.0;J2000;215.16;1.16;2461125.35;2026-03-25.8;310;0.00239;0.929;4.11;6.6;6.3e-05;5.4e-06;6.1e-05;8.8e-04;1.0e-04;7.9e-04;3.2e-02;6.8e-06;1.0e-05;2.9e-02;2.8e-03;ATE;Otto Matic;2017-12-22;2018-01-16;.70972;;;;;;;;;
2019AK12;12 ;*    ;2119-01-14 15:09 ;5.65E-7 ;-7.60 ;0 ;18.85  ;2119-2121 ;9.67E-7 ;-7.37 ;1.704;0.5420;11.95;113.55;292.82;0.780;2.63;2.22;7;7;34;;;27.50;N;3837878;2019 AK12;;;Y;0;;;;;;;;;;;;;;;;;0.48;;5;2461000.5;61000;2025-11-21.0;J2000;48.56;0.4431;2460890.91;2025-08-03.4;812;0.0047;1.83;2.86;4;4.4e-04;1.4e-03;9.9e-05;8.6e-03;3.9e-03;7.9e-03;1.5e+00;2.2e-03;5.6e-04;3.2e+00;1.0e+00;APO;Otto Matic;2019-01-14;2019-01-21;.36999;;;;;;;;;
2020BA15;12 ;*    ;2051-01-28 07:08 ;7.76E-11 ;-10.98 ;0 ;16.47  ;2051-2053 ;9.60E-11 ;-10.89 ;1.581;0.4683;9.34;127.89;302.47;0.841;2.32;1.99;20;7;30;;;27.40;N;3989345;2020 BA15;;;Y;0;;;;;;;;;;;;;;;;;0.42;;5;2461000.5;61000;2025-11-21.0;J2000;352.66;0.4958;2461015.30;2025-12-05.8;726;0.000431;0.168;3.03;4.25;3.8e-04;8.4e-04;1.6e-04;9.5e-03;5.2e-04;1.7e-02;1.1e+00;1.2e-03;3.9e-04;2.1e+00;5.8e-01;APO;Otto Matic;2020-01-30;2020-02-19;.43654;;;;;;;;;
2024RL8;12 ;*    ;2066-09-12 15:24 ;3.18E-7 ;-7.48 ;0 ;17.29  ;2066-2121 ;1.53E-6 ;-7.00 ;1.199;0.4065;12.01;169.60;270.63;0.712;1.69;1.31;4;7;52;;;27.45;N;54469532;2024 RL8;;;Y;0;;;;;;;;;;;;;;;;;0.39;;5;2461000.5;61000;2025-11-21.0;J2000;281.24;0.7506;2461105.43;2026-03-05.9;480;0.000705;0.274;3.62;5.2;1.8e-04;2.4e-04;6.6e-05;5.0e-03;7.9e-05;4.8e-03;7.7e-02;3.4e-04;2.3e-04;1.4e-01;1.5e-01;APO;Otto Matic;2024-09-07;2024-09-11;.6579;;;;;;;;;
2024SS4;12 ;*    ;2120-10-03 00:09 ;7.49E-9 ;-9.48 ;0 ;15.65  ;2120-2120 ;7.49E-9 ;-9.48 ;2.475;0.6124;3.34;10.07;327.10;0.959;3.99;3.89;5;7;33;;;27.40;N;54484283;2024 SS4;;;Y;0;;;;;;;;;;;;;;;;;0.31;;5;2461000.5;61000;2025-11-21.0;J2000;111.45;0.2531;2460560.09;2024-09-06.5;1.42e+03;0.00522;2.03;1.41;3.19;5.2e-04;3.2e-03;3.4e-05;2.0e-03;1.5e-04;2.9e-03;2.2e-01;5.2e-03;4.9e-04;2.5e-03;2.8e+00;APO;Otto Matic;2024-09-29;2024-10-04;.61609;;;;;;;;;
2020SY4;12 ;*    ;2097-09-30 08:45 ;7.10E-7 ;-7.35 ;0 ;19.46  ;2069-2097 ;8.24E-7 ;-7.26 ;1.875;0.6138;0.57;195.30;244.96;0.724;3.03;2.57;6;7;36;;;27.38;N;54054649;2020 SY4;;;Y;0;;;;;;;;;;;;;;;;;0.25;;6;2461000.5;61000;2025-11-21.0;J2000;343.39;0.3838;2461043.78;2026-01-03.2;938;0.00163;0.636;2.27;3.72;5.2e-04;2.2e-03;1.4e-04;3.1e-04;2.7e-03;3.7e-03;1.2e+00;3.5e-03;6.7e-04;3.3e+00;1.6e+00;APO;Otto Matic;2020-09-22;2020-09-28;.4163;;;;;;;;;
2020XF4;12 ;*    ;2119-12-18 18:54 ;1.21E-6 ;-7.55 ;0 ;13.03  ;2104-2119 ;1.30E-6 ;-7.52 ;1.055;0.2246;2.99;85.82;83.78;0.818;1.29;1.08;11;5;69;;;27.57;N;54099647;2020 XF4;;;Y;0;;;;;;;;;;;;;;;;;0.55;;6;2461000.5;61000;2025-11-21.0;J2000;136.61;0.9091;2460850.22;2025-06-23.7;396;0.00134;0.521;3.68;5.81;6.4e-05;1.5e-05;5.6e-05;6.2e-04;1.8e-04;5.6e-03;3.3e-02;1.8e-05;1.9e-05;3.3e-02;8.3e-03;APO;Otto Matic;2020-12-05;2020-12-16;.42293;;;;;;;;;
2021FU;12 ;*    ;2088-03-27 09:02 ;4.37E-7 ;-7.70 ;0 ;14.29  ;2086-2120 ;9.91E-7 ;-7.39 ;2.392;0.5942;0.19;173.55;30.13;0.971;3.81;3.7;27;6;34;;;27.43;N;54132077;2021 FU;;;Y;0;;;;;;;;;;;;;;;;;0.49;;6;2461000.5;61000;2025-11-21.0;J2000;86.03;0.2664;2460677.55;2025-01-02.0;1.35e+03;0.00045;0.175;1.15;3.27;1.4e-04;8.0e-04;1.5e-05;3.6e-04;5.8e-02;5.5e-02;2.4e-01;1.3e-03;1.3e-04;7.2e-01;6.7e-01;APO;Otto Matic;2021-03-15;2021-04-11;.53919;;;;;;;;;
2022BO1;12 ;*    ;2119-01-29 04:02 ;2.83E-8 ;-8.96 ;0 ;17.34  ;2119-2119 ;2.83E-8 ;-8.96 ;2.179;0.6125;1.29;313.12;120.56;0.844;3.51;3.22;9;7;35;;;27.48;N;54239846;2022 BO1;;;Y;0;;;;;;;;;;;;;;;;;0.41;;6;2461000.5;61000;2025-11-21.0;J2000;78.43;0.3064;2460744.55;2025-03-10.0;1.17e+03;0.00315;1.23;1.81;3.41;3.7e-04;1.9e-03;6.6e-05;6.7e-04;7.9e-04;2.4e-03;5.7e-01;3.0e-03;4.0e-04;1.5e+00;1.5e+00;APO;Otto Matic;2022-01-26;2022-02-04;.63656;;;;;;;;;
2022OC4;12 ;*    ;2113-11-14 02:18 ;4.97E-7 ;-7.88 ;0 ;13.28  ;2087-2119 ;1.02E-6 ;-7.53 ;1.341;0.3164;0.19;135.90;234.91;0.916;1.76;1.55;12;7;36;;;27.45;N;54292462;2022 OC4;;;Y;0;;;;;;;;;;;;;;;;;0.37;;6;2461000.5;61000;2025-11-21.0;J2000;13.36;0.635;2460979.46;2025-10-30.9;567;0.000125;0.0485;3.69;4.84;2.5e-04;4.2e-04;4.7e-05;1.3e-04;5.6e-04;3.2e-03;3.4e-01;5.5e-04;3.0e-04;5.3e-01;2.6e-01;APO;Otto Matic;2022-07-28;2022-08-09;.39262;;;;;;;;;
2022OH2;12 ;*    ;2097-08-03 22:41 ;2.44E-4 ;-5.16 ;0 ;11.75  ;2088-2121 ;5.67E-4 ;-4.79 ;1.091;0.1407;0.35;324.79;58.62;0.937;1.24;1.14;12;5;43;;;27.39;N;54291768;2022 OH2;;;Y;0;;;;;;;;;;;;;;;;;0.23;;6;2461000.5;61000;2025-11-21.0;J2000;265.97;0.8653;2461109.17;2026-03-09.6;416;0.00101;0.393;4.02;5.68;4.1e-05;3.9e-05;1.1e-05;7.7e-05;7.8e-04;4.7e-03;4.9e-02;4.5e-05;4.7e-05;6.2e-02;2.2e-02;APO;Otto Matic;2022-07-26;2022-08-07;.48344;;;;;;;;;
2024SN1;12 ;*    ;2078-09-26 22:47 ;3.43E-7 ;-7.43 ;0 ;19.56  ;2078-2103 ;4.59E-7 ;-7.34 ;2.367;0.6581;2.24;188.73;113.27;0.809;3.92;3.64;13;7;50;;;27.42;N;54481747;2024 SN1;;;Y;0;;;;;;;;;;;;;;;;;0.29;;6;2461000.5;61000;2025-11-21.0;J2000;124.99;0.2707;2460538.70;2024-08-16.2;1.33e+03;0.00513;2;1.35;3.21;5.8e-04;3.7e-03;9.6e-05;1.6e-03;2.6e-03;1.7e-03;3.0e-01;6.1e-03;6.4e-04;1.0e-02;3.1e+00;APO;Otto Matic;2024-09-25;2024-10-08;.51538;;;;;;;;;
2017VN2;12 ;*    ;2110-11-21 03:51 ;5.67E-11 ;-11.80 ;0 ;12.35  ;2110-2110 ;5.67E-11 ;-11.80 ;0.8943;0.2054;1.39;251.30;296.49;0.711;1.08;0.846;7;6;66;;;27.40;N;3789142;2017 VN2;;;Y;0;;;;;;;;;;;;;;;;;;;7;2461000.5;61000;2025-11-21.0;J2000;54.10;1.165;2460954.08;2025-10-05.5;309;0.00577;2.24;3.88;6.63;1.4e-04;4.9e-05;1.7e-04;8.8e-04;2.6e-02;1.8e-02;3.1e-01;5.8e-05;9.5e-05;2.6e-01;2.5e-02;ATE;Otto Matic;2017-11-12;2017-11-19;.50885;;;;;;;;;
2020QR5;12 ;*    ;2108-08-24 13:28 ;3.50E-9 ;-9.95 ;0 ;13.08  ;2103-2112 ;5.41E-9 ;-9.75 ;1.139;0.2262;2.65;152.30;105.61;0.881;1.40;1.21;23;6;56;;;27.34;N;54051397;2020 QR5;;;Y;0;;;;;;;;;;;;;;;;;0.41;;7;2461000.5;61000;2025-11-21.0;J2000;163.12;0.8113;2460799.43;2025-05-03.9;444;0.00139;0.539;3.64;5.48;5.1e-05;4.5e-05;2.3e-05;4.9e-04;2.5e-05;5.5e-04;9.5e-02;5.5e-05;4.8e-05;1.1e-01;2.6e-02;APO;Otto Matic;2020-08-23;2020-09-15;.36547;;;;;;;;;
2020TK3;12 ;*    ;2102-10-19 03:05 ;1.26E-6 ;-7.32 ;0 ;15.86  ;2063-2109 ;4.00E-6 ;-6.82 ;2.351;0.6138;0.98;28.86;34.80;0.908;3.79;3.61;7;6;31;;;27.48;N;54055114;2020 TK3;;;Y;0;;;;;;;;;;;;;;;;;0.42;;7;2461000.5;61000;2025-11-21.0;J2000;140.62;0.2734;2460486.11;2024-06-24.6;1.32e+03;0.00151;0.587;1.57;3.27;1.7e-04;9.8e-04;2.3e-05;1.3e-04;4.2e-04;3.7e-04;3.2e-01;1.6e-03;1.7e-04;8.3e-01;8.3e-01;APO;Otto Matic;2020-10-10;2020-10-17;.62767;;;;;;;;;
2021RL14;12 ;*    ;2104-09-12 09:00 ;1.12E-5 ;-6.41 ;0 ;14.79  ;2104-2118 ;1.25E-5 ;-6.37 ;1.928;0.5103;1.23;171.35;141.36;0.944;2.91;2.68;19;7;62;;;27.50;N;54196400;2021 RL14;;;Y;0;;;;;;;;;;;;;;;;;0.32;;7;2461000.5;61000;2025-11-21.0;J2000;214.04;0.3682;2461396.96;2026-12-22.4;978;0.00119;0.462;2.39;3.75;2.5e-04;9.5e-04;2.5e-05;4.6e-04;3.7e-04;9.8e-04;4.3e-01;1.4e-03;2.7e-04;1.4e+00;7.2e-01;APO;Otto Matic;2021-09-12;2021-10-01;.44881;;;;;;;;;
2023MQ;12 ;*    ;2109-11-03 09:16 ;8.02E-7 ;-7.57 ;0 ;14.35  ;2075-2120 ;2.90E-6 ;-6.93 ;1.292;0.3357;0.25;235.90;102.34;0.858;1.73;1.47;6;6;36;;;27.49;N;54373551;2023 MQ;;;Y;0;;;;;;;;;;;;;;;;;0.23;;7;2461000.5;61000;2025-11-21.0;J2000;196.18;0.6712;2461244.58;2026-07-23.0;536;0.00117;0.454;3.65;4.97;1.4e-04;2.0e-04;5.1e-05;1.5e-04;9.0e-03;8.6e-03;1.2e-01;2.6e-04;1.5e-04;2.4e-01;1.2e-01;APO;Otto Matic;2023-06-17;2023-06-23;.41158;;;;;;;;;
2024RN2;12 ;*    ;2111-07-26 23:36 ;1.28E-8 ;-9.35 ;0 ;13.77  ;2082-2120 ;1.34E-8 ;-9.32 ;2.168;0.5382;0.53;125.63;193.10;1.001;3.33;3.19;10;7;35;;;27.54;N;54468511;2024 RN2;;;Y;0;;;;;;;;;;;;;;;;;0.40;;7;2461000.5;61000;2025-11-21.0;J2000;142.59;0.3088;2460538.68;2024-08-16.1;1.17e+03;0.000625;0.243;1.99;3.49;3.0e-04;1.4e-03;5.6e-06;2.1e-04;3.7e-03;2.4e-03;1.4e-01;2.2e-03;3.0e-04;1.2e-03;1.1e+00;APO;Otto Matic;2024-09-04;2024-09-14;.5524;;;;;;;;;
2011SE58;12 ;*    ;2055-09-27 16:11 ;3.79E-7 ;-7.37 ;0 ;19.27  ;2042-2063 ;4.08E-7 ;-7.32 ;1.894;0.6117;1.21;5.32;70.86;0.736;3.05;2.61;6;7;55;;;27.80;N;3579073;2011 SE58;;;Y;0;;;;;;;;;;;;;;;;;;;8;2461000.5;61000;2025-11-21.0;J2000;137.16;0.378;2460637.66;2024-11-23.1;952;0.000665;0.259;2.26;3.7;4.5e-04;1.6e-03;2.3e-04;5.9e-04;8.3e-03;9.1e-03;3.1e+00;2.6e-03;4.8e-04;7.6e+00;1.2e+00;APO;Otto Matic;2011-09-21;2011-09-27;.35011;;;;;;;;;
2012SU9;12 ;*    ;2111-01-11 14:09 ;9.39E-7 ;-7.35 ;0 ;15.60  ;2084-2122 ;1.75E-6 ;-7.06 ;0.9297;0.3600;0.49;323.31;264.44;0.595;1.26;0.896;5;7;39;;;27.20;N;3608823;2012 SU9;;;Y;0;;;;;;;;;;;;;;;;;;;8;2461000.5;61000;2025-11-21.0;J2000;340.58;1.099;2461018.16;2025-12-08.6;327;0.004;1.56;3.72;6.38;8.6e-04;6.0e-05;7.6e-04;1.1e-03;1.5e-02;1.4e-02;8.6e-01;8.2e-05;1.1e-04;7.9e-01;3.2e-02;ATE;Otto Matic;2012-09-19;2012-09-24;.34264;;;;;;;;;
2015EG7;12 ;*    ;2093-03-23 07:39 ;3.60E-7 ;-7.68 ;0 ;16.97  ;2090-2121 ;6.73E-7 ;-7.43 ;1.978;0.5654;0.17;175.81;56.97;0.860;3.10;2.78;5;6;72;;;27.40;N;3713273;2015 EG7;;;Y;0;;;;;;;;;;;;;;;;;;;8;2461000.5;61000;2025-11-21.0;J2000;289.28;0.3543;2461200.13;2026-06-08.6;1.02e+03;0.000247;0.0961;1.9;3.65;1.8e-04;7.1e-04;4.6e-05;2.8e-05;3.4e-03;2.9e-03;7.3e-01;1.1e-03;1.9e-04;2.2e+00;5.5e-01;APO;Otto Matic;2015-03-15;2015-03-20;.39391;;;;;;;;;
2016CK137;12 ;*    ;2059-02-03 13:08 ;9.19E-6 ;-6.06 ;0 ;14.89  ;2054-2122 ;4.95E-5 ;-5.55 ;1.174;0.3464;0.79;314.61;95.44;0.767;1.58;1.27;8;7;30;;;27.30;N;3742881;2016 CK137;;;Y;0;;;;;;;;;;;;;;;;;;;8;2461000.5;61000;2025-11-21.0;J2000;300.37;0.7752;2461077.42;2026-02-05.9;464;0.000619;0.241;3.8;5.33;4.2e-04;4.1e-04;2.3e-04;1.0e-03;2.3e-04;1.9e-03;1.6e+00;5.5e-04;4.0e-04;2.1e+00;2.4e-01;APO;Otto Matic;2016-02-05;2016-02-13;.59982;;;;;;;;;
2013FU13;12 ;*    ;2088-03-12 20:23 ;5.71E-6 ;-6.59 ;0 ;12.56  ;2081-2122 ;1.27E-5 ;-6.23 ;1.729;0.4257;0.76;177.30;349.19;0.993;2.46;2.27;45;6;22;;;27.40;N;3633185;2013 FU13;;;Y;0;;;;;;;;;;;;;;;;;;;9;2461000.5;61000;2025-11-21.0;J2000;212.11;0.4337;2461341.50;2026-10-27.9;830;0.000625;0.243;2.52;4.05;9.5e-05;2.8e-04;4.4e-06;1.5e-04;8.2e-04;6.8e-04;5.0e-01;4.0e-04;1.0e-04;1.2e+00;2.0e-01;APO;Otto Matic;2013-03-24;2013-05-08;.50654;;;;;;;;;
2016WU;12 ;*    ;2109-05-16 03:47 ;1.17E-6 ;-7.41 ;0 ;13.22  ;2089-2122 ;1.22E-6 ;-7.39 ;1.036;0.1747;8.41;54.65;273.00;0.855;1.22;1.05;14;6;34;;;27.30;N;3763945;2016 WU;;;Y;0;;;;;;;;;;;;;;;;;;;9;2461000.5;61000;2025-11-21.0;J2000;262.20;0.9343;2461105.17;2026-03-05.6;385;0.000828;0.322;4;5.89;7.4e-05;3.8e-05;4.5e-05;3.1e-03;3.1e-05;1.2e-03;1.7e-01;4.5e-05;5.2e-05;1.9e-01;2.1e-02;APO;Otto Matic;2016-11-18;2016-12-02;.43733;;;;;;;;;
2021UV1;12 ;*    ;2117-10-26 21:35 ;4.14E-6 ;-6.83 ;0 ;15.40  ;2117-2117 ;5.86E-6 ;-6.68 ;2.039;0.5429;5.28;33.06;322.94;0.932;3.15;2.91;16;7;72;;;27.40;N;54212689;2021 UV1;;;Y;0;;;;;;;;;;;;;;;;;0.26;;9;2461000.5;61000;2025-11-21.0;J2000;152.59;0.3386;2460549.85;2024-08-27.3;1.06e+03;0.00316;1.23;2.3;3.6;2.7e-04;1.1e-03;3.0e-05;2.0e-03;1.5e-03;2.8e-04;4.4e-01;1.8e-03;2.8e-04;9.3e-01;8.9e-01;APO;Otto Matic;2021-10-27;2021-11-12;.45249;;;;;;;;;
2024VF;12 ;*    ;2112-05-02 16:36 ;4.12E-5 ;-5.89 ;0 ;11.99  ;2110-2113 ;7.12E-5 ;-5.65 ;1.014;0.0299;8.02;222.63;80.93;0.984;1.04;1.02;30;5;52;;;27.38;N;54497170;2024 VF;;;Y;0;;;;;;;;;;;;;;;;;0.34;;9;2461000.5;61000;2025-11-21.0;J2000;102.88;0.9647;2460893.86;2025-08-06.3;373;0.00088;0.342;3.95;6;1.6e-05;1.2e-05;4.8e-06;2.9e-03;1.2e-04;8.9e-03;1.8e-02;1.2e-05;1.7e-05;1.6e-02;6.4e-03;APO;Otto Matic;2024-11-01;2024-12-01;.52508;;;;;;;;;
2019JP144;12 ;*    ;2113-05-13 20:52 ;2.60E-7 ;-7.87 ;0 ;18.79  ;2113-2113 ;2.60E-7 ;-7.87 ;2.301;0.5757;21.26;52.77;205.27;0.976;3.63;3.49;;9;16;;;27.44;N;54440303;2019 JP144;;;Y;0;;;;;;;;;;;;;;;;;0.30;;JPL 1;2458616.5;58616;2019-05-13.0;J2000;354.02;0.2824;2458637.66;2019-06-03.1;1.27e+03;0.00102;0.396;1.56;3.27;1.7e-02;8.9e-02;5.6e-04;3.7e-01;1.3e-03;3.8e-02;3.9e-01;1.4e-01;1.6e-02;1.4e-01;7.4e+01;APO;Otto Matic;2019-05-13;2019-05-13;.2881;;;;;;;;;
2023UJ6;12 ;*    ;2120-10-18 21:32 ;1.99E-10 ;-10.93 ;0 ;22.64  ;2120-2120 ;1.99E-10 ;-10.93 ;2.164;0.6871;7.13;210.40;93.94;0.677;3.65;3.18;3;8;16;;;27.58;N;54398133;2023 UJ6;;;Y;0;;;;;;;;;;;;;;;;;0.49;;JPL 1;2460238.5;60238;2023-10-21.0;J2000;15.69;0.3096;2460187.82;2023-08-31.3;1.16e+03;0.0176;6.84;1.73;3.33;2.4e-03;1.4e-02;6.9e-04;2.4e-02;1.8e-03;3.2e-03;1.8e-01;2.4e-02;3.1e-03;6.4e-02;1.2e+01;APO;Otto Matic;2023-10-20;2023-10-23;.32473;;;;;;;;;
2007US51;12 ;*    ;2117-11-01 12:52 ;8.26E-6 ;-6.30 ;0 ;18.90  ;2082-2120 ;1.77E-5 ;-5.95 ;2.193;0.6326;1.47;39.38;297.90;0.806;3.58;3.25;7;8;35;;;27.20;N;3391854;2007 US51;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 14;2454407.5;54407;2007-11-03.0;J2000;13.06;0.3034;2454364.46;2007-09-20.9;1.19e+03;0.00132;0.513;1.82;3.38;8.2e-04;4.4e-03;1.7e-04;1.5e-03;4.1e-04;3.7e-03;4.4e-02;7.2e-03;9.2e-04;1.4e-02;3.6e+00;APO;Otto Matic;2007-10-31;2007-11-07;.67218;;;;;;;;;
2023JC1;12 ;*    ;2105-05-13 19:49 ;4.20E-11 ;-11.58 ;0 ;20.20  ;2105-2105 ;4.20E-11 ;-11.58 ;2.087;0.6382;3.42;54.65;102.53;0.755;3.42;3.02;2;8;16;;;27.44;N;54357972;2023 JC1;;;Y;0;;;;;;;;;;;;;;;;;0.39;;JPL 2;2460075.5;60075;2023-05-11.0;J2000;15.44;0.3269;2460028.27;2023-03-24.7;1.1e+03;0.00852;3.32;1.58;3.47;1.8e-03;9.5e-03;4.0e-04;9.2e-03;1.2e-03;7.5e-03;1.2e-01;1.5e-02;2.2e-03;4.7e-02;7.5e+00;APO;Otto Matic;2023-05-11;2023-05-13;.48775;;;;;;;;;
2018AU18;12 ;*    ;2046-11-16 22:29 ;1.09E-6 ;-6.85 ;0 ;14.87  ;2046-2120 ;2.96E-6 ;-6.68 ;2.346;0.5994;0.11;71.49;11.93;0.940;3.75;3.59;5;8;19;;;27.50;N;3799707;2018 AU18;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 3;2458138.5;58138;2018-01-20.0;J2000;8.09;0.2743;2458109.01;2017-12-21.5;1.31e+03;0.000504;0.196;1.52;3.29;1.1e-03;6.1e-03;6.3e-05;1.4e-04;2.2e-02;2.0e-02;3.3e-02;9.7e-03;1.1e-03;4.7e-03;5.1e+00;APO;Otto Matic;2018-01-15;2018-01-20;.6693;;;;;;;;;
2022JR1;12 ;*    ;2067-05-08 05:25 ;2.52E-6 ;-6.46 ;0 ;22.70  ;2065-2067 ;2.65E-6 ;-6.44 ;1.339;0.5713;19.25;227.22;258.90;0.574;2.10;1.55;15;8;41;;;27.41;N;54278352;2022 JR1;;;Y;0;;;;;;;;;;;;;;;;;0.35;;JPL 3;2459713.5;59713;2022-05-14.0;J2000;38.85;0.6363;2459652.45;2022-03-13.9;566;0.00196;0.761;3.19;4.67;6.1e-04;1.4e-03;2.1e-04;2.2e-02;1.2e-04;1.3e-02;8.2e-02;2.2e-03;1.0e-03;3.3e-02;8.9e-01;APO;Otto Matic;2022-05-09;2022-05-24;.55323;;;;;;;;;
2020QC;12 ;*    ;2041-08-19 03:00 ;7.51E-9 ;-8.66 ;0 ;21.87  ;2041-2041 ;7.51E-9 ;-8.66 ;1.904;0.6561;6.10;326.62;83.37;0.655;3.15;2.63;2;8;26;;;27.40;N;54051110;2020 QC;;;Y;0;;;;;;;;;;;;;;;;;0.50;;JPL 4;2459078.5;59078;2020-08-17.0;J2000;341.22;0.375;2459128.57;2020-10-06.0;960;0.00066;0.257;2.31;3.64;8.5e-04;4.0e-03;2.6e-04;7.3e-03;4.2e-04;3.3e-03;6.9e-02;6.6e-03;1.2e-03;2.8e-02;3.0e+00;APO;Otto Matic;2020-08-16;2020-08-18;.4581;;;;;;;;;
2021CJ3;12 ;*    ;2073-01-29 06:32 ;5.02E-6 ;-6.53 ;0 ;15.90  ;2062-2073 ;6.79E-6 ;-6.36 ;2.407;0.6295;3.40;310.91;140.13;0.892;3.92;3.73;10;8;18;;;27.53;N;54111246;2021 CJ3;;;Y;0;;;;;;;;;;;;;;;;;0.40;;JPL 4;2459260.5;59260;2021-02-15.0;J2000;11.31;0.2639;2459217.64;2021-01-03.1;1.36e+03;0.00113;0.441;1.33;3.22;2.0e-03;1.2e-02;2.0e-04;7.9e-03;2.4e-03;4.3e-03;9.2e-02;2.0e-02;2.0e-03;2.0e-02;1.0e+01;APO;Otto Matic;2021-02-07;2021-02-17;.37971;;;;;;;;;
2021WM4;12 ;*    ;2081-11-29 01:49 ;6.12E-7 ;-7.45 ;0 ;19.59  ;2075-2085 ;1.23E-6 ;-7.15 ;1.47;0.5160;11.49;67.10;279.53;0.711;2.23;1.78;2;8;29;;;27.65;N;54225499;2021 WM4;;;Y;0;;;;;;;;;;;;;;;;;0.46;;JPL 4;2459548.5;59548;2021-11-30.0;J2000;28.34;0.5533;2459497.28;2021-10-09.7;651;0.00262;1.02;3.26;4.43;6.4e-04;1.5e-03;2.0e-04;1.3e-02;1.8e-04;3.9e-03;5.7e-02;2.3e-03;8.5e-04;2.4e-02;1.0e+00;APO;Otto Matic;2021-11-30;2021-12-02;.46622;;;;;;;;;
2022UN1;12 ;*    ;2075-10-17 13:58 ;5.19E-9 ;-9.25 ;0 ;20.26  ;2075-2075 ;5.19E-9 ;-9.25 ;2.51;0.6795;0.99;26.23;295.51;0.805;4.22;3.98;6;8;14;;;27.39;N;54316907;2022 UN1;;;Y;0;;;;;;;;;;;;;;;;;0.51;;JPL 4;2459870.5;59870;2022-10-18.0;J2000;10.60;0.2478;2459827.72;2022-09-05.2;1.45e+03;0.00176;0.685;1.14;3.09;2.1e-03;1.5e-02;4.0e-04;2.4e-03;2.0e-03;9.3e-03;1.0e-01;2.5e-02;2.2e-03;3.3e-02;1.3e+01;APO;Otto Matic;2022-10-16;2022-10-22;.72079;;;;;;;;;
